location_country,date_year,stem_percent_female_graduates
Turkey,2000,31.08468056
Turkey,2001,31.17933083
Turkey,2002,30.41043091
Turkey,2003,31.38048935
Turkey,2004,30.40827942
Turkey,2005,28.54302979
Turkey,2006,29.7682209
Turkey,2007,31.11521912
Turkey,2008,30.64497948
Turkey,2009,30.15880966
Turkey,2010,31.16045952
Turkey,2011,32.91577911
Turkey,2012,34.38940048
Turkey,2014,34.61642838
Uganda,1999,26.29504967
Uganda,2000,16.81796074
Uganda,2004,21.76499939
Ukraine,2012,30.08639908
Ukraine,2013,31.78936005
Ukraine,2014,29.35497093
United Arab Emirates,2011,41.60776138
United Arab Emirates,2012,45.80165863
United Arab Emirates,2013,41.48223877
United Arab Emirates,2014,39.57476044
United Kingdom,1999,29.57123947
United Kingdom,2000,32.31278992
United Kingdom,2001,32.68729019
United Kingdom,2002,32.95700836
United Kingdom,2003,34.37932968
United Kingdom,2004,31.22370911
United Kingdom,2005,30.76708031
United Kingdom,2006,30.77017021
United Kingdom,2007,31.10083961
United Kingdom,2008,31.20533943
United Kingdom,2009,30.85965919
United Kingdom,2010,30.09781075
United Kingdom,2011,30.24725914
United Kingdom,2012,30.5577507
United Kingdom,2013,37.30736923
United Kingdom,2014,37.90367126
United States,1999,30.48134995
United States,2000,31.81480026
United States,2001,31.88592911
United States,2002,32.08443069
United States,2003,31.89291954
United States,2004,30.80091095
United States,2005,31.09575081
United States,2006,31.32723045
United States,2007,31.00843048
United States,2008,30.94573975
United States,2009,30.89814949
United States,2010,30.90689087
United States,2011,30.38758087
United States,2012,30.39072037
United States,2013,31.00152969
United States,2014,31.25645065
Uruguay,2006,41.26678848
Uruguay,2007,49.47367859
Uruguay,2008,47.80316162
Uruguay,2009,44.56613159
Uruguay,2010,44.31238937
Uzbekistan,2006,25.30754089
Uzbekistan,2007,24.85685921
Uzbekistan,2008,23.60227966
Uzbekistan,2009,23.90307045
Uzbekistan,2010,25.62343025
Uzbekistan,2011,28.11886978
Venezuela,2000,42.80570984
Vietnam,2005,19.99175072
Vietnam,2007,24.25650024
Vietnam,2008,22.42930031
Vietnam,2009,24.33625031
Vietnam,2010,23.48510933
Vietnam,2012,25.24752998
Vietnam,2013,31.04920959
Vietnam,2014,35.06877899
Zimbabwe,2010,19.36121941
Zimbabwe,2011,26.83864021
Zimbabwe,2012,26.97084045
Zimbabwe,2013,30.03992081
